adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 4438, 'name': 'The Space Odyssey Series', 'poster_path': '/i1WdRtc6aObiwGz5NU8WWPW3r1N.jpg', 'backdrop_path': '/15FumSExI9SRoL7QJWZAsA0b10c.jpg'}",28000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",4437,tt0086837,en,2010,"This is a sequel to 2001 A Space Odyssey. It is now 2010 and both the Americans and the Russians are racing to get to Jupiter to investigate the black monolith (similar to the one found in Lunar Crater Clavius) which was found by the U.S.S. Discovery in orbit around Jupiter's moons. The U.S.S. Discovery's orbit is rapidly decaying and it will crash into IO but the Americans cannot get there in time to save U.S.S. Discovery. The Russians can get to Jupiter in time but only the Americans have the knowledge to access and awaken the U.S.S. Discovery's H.A.L.9000 sentient computer. This forces a joint American-Soviet space expedition against a backdrop of growing global tensions. The combined expedition is seeking answers to several mysteries. What is the significance of the black monolith? Why did H.A.L.9000 act so bizarrely and terminate 4 of 5 of the U.S.S. Discovery's crew? What happened to David Bowman? Along the way, curious data is detected  ...",7.482865,/9Rcz2n16HEYRi2EKGliByP6ESYR.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",06-12-1984,40400657,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}]",Released,"""Something wonderful is going to happen""",2010,FALSE,6.6,290
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1890,tt0090830,en,Children of a Lesser God,"James is a new speech teacher at a school for the deaf. He falls for Sarah, a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first, refusing to read his lips and only using signs. Will her feelings change over time?",8.503064,/93JsPFbIWXQBv99aQcz5Rzoa7zt.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13-09-1986,31853080,119,"[{'iso_639_1': 'cs', 'name': 'ÄŒeskÃ½'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Love has a language all of its own.,Children of a Lesser God,FALSE,6.9,72
FALSE,,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1955,tt0080678,en,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous faÃ§ade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",8.405672,/lDXJUmLQsViSKLbil2luD91l2kE.jpg,"[{'name': 'Brooksfilms', 'id': 5612}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",02-10-1980,26010864,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,I am not an animal! I am a human being! I... am... a man!,The Elephant Man,FALSE,7.9,740
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",39437,tt0120603,en,Beloved,"After Paul D. finds his old slave friend Sethe in Ohio and moves in with her and her daughter Denver, a strange girl comes along by the name of ""Beloved"". Sethe and Denver take her in and then strange things start to happen...",1.557283,/jwzOg5RBIF2ZkF67BnYibSPp4P8.jpg,"[{'name': 'Harpo Films', 'id': 3298}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-10-1998,0,172,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The past has a life of its own.,Beloved,FALSE,5.9,26
FALSE,"{'id': 10455, 'name': ""Child's Play Collection"", 'poster_path': '/50aqbDvbOtdlZrje6Qk4ZvKM7dM.jpg', 'backdrop_path': '/AAhYXBVIEl6WgQnzfBsauTIC25.jpg'}",25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",11932,tt0144120,en,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",13.018491,/u5Lc1Li0Hpc452o57E2KaToezZX.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Midwinter Productions Inc.', 'id': 5550}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",16-10-1998,50671850,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Chucky Gets Lucky.,Bride of Chucky,FALSE,5.5,366
FALSE,,75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",6435,tt0120791,en,Practical Magic,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",7.757795,/AwmToSgf2IL3aHv0QRVsR5KvChv.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Fortis Films', 'id': 4258}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Stargate Studios', 'id': 55474}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-10-1998,46683377,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",Practical Magic,FALSE,6.3,348
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",108316,tt0119534,en,The Alarmist,"Young Tommy Hudler decides to become a security systems salesman, and is an instant success. Everything seems to be going great until he discovers there's more to this business and his boss Heinrich than he previously suspected.",0.41735,/9jrlOStmvy8yjchgzdh0K69ftqk.jpg,[],[],23-10-1998,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don't be alarmed... they're professionals.,The Alarmist,FALSE,3.3,3
FALSE,,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10683,tt0147612,en,Happiness,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",5.493697,/uUhzz0n7uDK5EMGyhpzNhMdggjK.jpg,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Good Machine', 'id': 10565}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-10-1998,2807390,139,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}]",Released,Finding happiness can be a tragic comedy.,Happiness,FALSE,7.4,197
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",63709,tt0119986,en,Reach The Rock,"A small town troublemaker (Alessandro Nivola), directionless and alienated, ends up spending a night in a jail cell, where he and the police chief (William Sadler) engage in a battle of wills and wit.",0.158503,/dkFUMRe0lLDgq998BebwrRtggKZ.jpg,"[{'name': 'Gramercy Pictures', 'id': 37}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-10-1998,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Reach The Rock,FALSE,7.5,3
FALSE,,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9445,tt0118636,en,Apt Pupil,Neighborhood boy Todd Bowden discovers that an old man living on his block named Arthur Denker is nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII...,15.352714,/6AAdkNH1JQtpiWQxeHb1GTCKHVS.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Phoenix Pictures', 'id': 11317}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",23-10-1998,0,107,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"If you don't believe in the existence of evil, you've got a lot to learn.",Apt Pupil,FALSE,6.2,168
FALSE,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2657,tt0120789,en,Pleasantville,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",11.0874,/cKL23HqEEQis7Nbasr5kSyolbFZ.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Larger Than Life Productions', 'id': 1163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",17-09-1998,0,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing is as simple as black and white.,Pleasantville,FALSE,7.1,498
FALSE,,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 878, 'name': 'Science Fiction'}]",9425,tt0120157,en,Soldier,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",7.970031,/lpByPXb2xJvsmeEBxO9YPADLLdi.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23-10-1998,14567883,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,FALSE,6.1,226
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",32326,tt0150230,en,The Cruise,"Affectionate portrait of Tim ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses. He talks fast, is in love with the city, and dispenses historical facts, architectural analysis, and philosophical musings in equal measures. He's reflective and funny about cruising: he loves it, got in it to meet women, and he'd quit work if he could. His personal life is disclosed in small",0.802931,/nnN5hvuB0ZK8TUZORe4Q5ipHiLH.jpg,"[{'name': 'Charter Films Inc.', 'id': 52758}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23-10-1998,0,76,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Cruise,FALSE,7.8,8
FALSE,,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",637,tt0118799,it,La vita Ã¨ bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,39.39497,/f7DImXDebOs148U4uPjI61iDvaK.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Melampo Cinematografica', 'id': 370}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",20-12-1997,229400000,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"An unforgettable fable that proves love, family and imagination conquer all.",Life Is Beautiful,FALSE,8.3,3643
FALSE,,1000000,"[{'id': 35, 'name': 'Comedy'}]",8675,tt0124819,en,Orgazmo,"Joe Young is a devout Mormon living in L.A. trying to raise enough money to go back to Utah and marry his girlfriend, Lisa. Joe is spreading the word about the church of Latter Day Saints one day when he's confronted by two burly bodyguards. A scuffle breaks out, and Joe's martial arts skills impress Maxxx Orbison, who directs pornographic movies.",5.919725,/7P4OSEMfEMZVce5j5F4ihqslM8m.jpg,"[{'name': 'Kuzui Enterprises', 'id': 2516}, {'name': 'Avenging Conscience', 'id': 2517}, {'name': 'Focus Features', 'id': 10146}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",06-09-1997,0,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}]",Released,Fighting crime never felt so good!,Orgazmo,FALSE,6.2,116
FALSE,,0,[],125762,tt0143874,en,Shattered Image,"Confusing realities surface in this paranoid film dealing with the fragile nature of a young woman (Anne Parillaud) recovering from rape and an apparent attempted suicide. In one reality, she is a killer destroyer of men. In another she is the new wife on a Jamaican honeymoon with her husband (William Baldwin), who is trying to help her recover. Which is real is the question as the story unfolds.",0.050217,/cUWlAZRdPN2N0DMoZO8O5i2RLzM.jpg,[],[],04-12-1998,0,103,[],Released,,Shattered Image,FALSE,0,0
FALSE,,3500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",20701,tt0100740,en,Tales from the Darkside: The Movie,"The first segment features an animated mummy stalking selected student victims; the second tale tells the story of a ""cat from hell"" who cannot be killed and leaves a trail of victims behind it; the third story is about a man who witnesses a bizarre killing and promises never to tell what he saw and the ""in-between"" bit is the story of a woman preparing to cook her newspaper boy for supper.",5.732016,/7IDTVLpSYGNYqLE2QnixboLOU32.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Laurel Productions', 'id': 10697}, {'name': 'Darkside Movie', 'id': 14555}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",03-05-1990,16324573,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From the depths of four twisted minds.,Tales from the Darkside: The Movie,FALSE,5.8,92
FALSE,"{'id': 348843, 'name': 'Vampires Collection', 'poster_path': '/8CMdlwcwbzwVE5t2UyAsjobMoNz.jpg', 'backdrop_path': '/gbzoe6GXgEP9c0RkSIPy0Oh6EIs.jpg'}",20000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9945,tt0120877,en,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,13.318722,/qHGawU64MeGvtU86s6V0MA7MqFV.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'JVC Entertainment Networks', 'id': 4248}, {'name': 'Film Office', 'id': 23893}, {'name': 'Spooky Tooth Productions', 'id': 23894}, {'name': 'Storm King Productions', 'id': 23895}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",15-04-1998,0,108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,From the Master of Evil. Comes a New Breed of Terror,Vampires,FALSE,5.8,262
FALSE,,20000000,"[{'id': 18, 'name': 'Drama'}]",73,tt0120586,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",18.157166,/fXepRAYOx1qC3wju7XdDGx60775.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Turman-Morrissey Company', 'id': 924}, {'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30-10-1998,23875127,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some Legacies Must End.,American History X,FALSE,8.2,3120
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",18603,tt0116481,en,Hands on a Hard Body: The Documentary,"Hands on a Hard Body: The Documentary is a 1997 film documenting an endurance competition that took place in Longview, Texas. The yearly competition pits twenty-four contestants against each other to see who can keep their hand on a pickup truck for the longest amount of time. Whoever endures the longest without leaning on the truck or squatting wins the truck.",0.495079,/vm3BFvPCz498WfuNrDclxSYTruU.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-06-1997,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hands on a Hard Body: The Documentary,FALSE,8.7,6
FALSE,,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",46889,tt0120722,en,Living Out Loud,"Dramatic comedy about two unlikely people who find each other while looking for love. Judith Nelson (Holly Hunter) is suddenly single after discovering her husband of fifteen years, a successful doctor (Martin Donovan), has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey (Queen Latifah), who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities ... which is when she notices Pat (Danny De Vito), the elevator operator in her building.",1.575026,/rZgoi72TurIZq7SOL2gD2fY5SIN.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Jersey Films', 'id': 216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30-10-1998,12902790,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Living Out Loud,FALSE,5.4,12
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",12888,tt0158493,en,Belly,"Tommy Brown and Sincere are best friends as well as infamous and ruthless criminals and shot-callers in the hood. Respected by many but feared by all.  As the police are closing in on them and new players are looking for a come up, will their reign last?",3.436535,/od6CFLhqaSmOMeFuqVPC6ZEU4Fi.jpg,"[{'name': 'Artisan Entertainment', 'id': 2188}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",04-11-1998,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Money, power, respect... but who's got your back?",Belly,FALSE,6.1,42
FALSE,,10000000,"[{'id': 18, 'name': 'Drama'}]",3033,tt0120684,en,Gods and Monsters,"It's 1957, and Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",6.788021,/i7zzUK3dQdV6VGRyoKNGzBqbZKU.jpg,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Flashpoint (I)', 'id': 13495}, {'name': 'Showtime Networks', 'id': 18880}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",21-01-1998,6451628,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Gods and Monsters,FALSE,6.8,82
FALSE,,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9882,tt0133952,en,The Siege,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,9.019114,/xifxCJU2Lx22qScn6WFjp9gtw5u.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': 'Bedford Falls Company, The', 'id': 20634}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",06-11-1998,116672912,116,"[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ar', 'name': 'Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©'}]",Released,On November 6th our freedom is history,The Siege,FALSE,6.1,361
FALSE,,23000000,"[{'id': 35, 'name': 'Comedy'}]",10663,tt0120484,en,The Waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,9.461823,/wZKa2NZgEKJ85NoO2cQ7xzj8eBn.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",06-11-1998,185991646,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can mess with him. But don't mess with his water.,The Waterboy,FALSE,5.9,521
FALSE,"{'id': 100286, 'name': 'Elizabeth Collection', 'poster_path': '/2XxIeKB6g21GvPmixWyyc9ZlLnR.jpg', 'backdrop_path': '/3YiTOxGX5KZO6P3eg41P50QrRhQ.jpg'}",30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4518,tt0127536,en,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",7.566321,/y4ynYOy205LorkOIN6hs6DgJ1xa.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13-09-1998,82150642,124,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,Elizabeth,FALSE,7.2,346
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1808,tt0120879,en,Velvet Goldmine,"Almost a decade has elapsed since Bowiesque glam-rock superstar Brian Slade staged his own death and escaped the spotlight of the London scene.  Now, investigative journalist Arthur Stuart is on assignment to uncover the truth of the enigmatic Slade's rise and fall.  Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.",16.5293,/jhRPjcw24WK0RTPYT9IFEykwnKp.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Single Cell Pictures', 'id': 279}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Goldwyn Films', 'id': 720}, {'name': 'Killer Films', 'id': 1422}, {'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",23-10-1998,1053788,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Style matters. Even when it comes to murder.,Velvet Goldmine,FALSE,6.9,119
FALSE,"{'id': 3601, 'name': 'I Know What You Did Last Summer Collection', 'poster_path': '/2g6Ui3CCNcDtL4wasCziivogpfW.jpg', 'backdrop_path': '/g7RBq92ijQg1MAF2hF69rWT6Ux8.jpg'}",65000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3600,tt0130018,en,I Still Know What You Did Last Summer,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",11.023042,/j4s1TK90tZWZj7lQ84UDJXHI9Kh.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandalay Entertainment', 'id': 1236}, {'name': 'Summer Knowledge LLC', 'id': 1464}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13-11-1998,40002112,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone is dying for a second chance.,I Still Know What You Did Last Summer,FALSE,5.1,381
FALSE,,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",17037,tt0155753,en,I'll Be Home for Christmas,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",3.366048,/j8fIMRp8SHSzCGPaoaFSIVNrsiE.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-11-1998,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Somewhere between L.A. and N.Y. Jake found the meaning of Christmas.,I'll Be Home for Christmas,FALSE,5.2,65
FALSE,,90000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",297,tt0119643,en,Meet Joe Black,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",14.026744,/nlxPnkZY3vY1iehJriKMQcT6eua.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'City Light Films', 'id': 136}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-11-1998,142940100,178,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sooner or later everyone does.,Meet Joe Black,FALSE,6.9,1174
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",5332,tt0120643,en,Dancing at Lughnasa,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.,1.157399,/ewQ7AeXw0ErCWqvRBxX5wHAnFPl.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'BÃ³rd ScannÃ¡n na hÃ‰ireann', 'id': 1898}, {'name': 'Radio TelÃ©fis Ã‰ireann', 'id': 1899}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",04-09-1998,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Five sisters embrace the spirit of a people.,Dancing at Lughnasa,FALSE,6,10
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",21589,tt0116488,en,Hard Core Logo,"Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will, all the tensions and pitfalls of life on the road come bubbling to the surface.",0.88051,/xh9pDoIMztITSSaXz3Gnkcwz8NR.jpg,"[{'name': 'Terminal City Pictures', 'id': 3981}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",25-10-1996,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hard Core Logo,FALSE,6.4,8
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",8336,tt0120767,en,The Naked Man,No overview found.,0.942562,/tlQfxumzFJV6U31ckL3qLNdWDwO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",02-08-1998,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Naked Man,FALSE,6,3
